,ball,over,runs,isBoundary,innings,batsman,nonstriker_batsman,bowler,bowling_team,batting_team,matchWicket,run_out,match_id
0,6,3,1,FALSE,1,Nikhil Naik,Chris Lynn,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
1,5,3,4,TRUE,1,Nikhil Naik,Chris Lynn,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
2,4,3,0,FALSE,1,Nikhil Naik,Chris Lynn,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NS Naik lbw b Lamichhane 7 (16m 16b 1x4 0x6) SR: 43.75,No,1175365
3,3,3,0,FALSE,1,Nikhil Naik,Chris Lynn,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
4,2,3,0,FALSE,1,Nikhil Naik,Chris Lynn,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
5,1,3,1,FALSE,1,Nikhil Naik,Chris Lynn,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
6,6,2,0,FALSE,1,Nikhil Naik,Chris Lynn,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
7,5,2,0,FALSE,1,Nikhil Naik,Chris Lynn,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
8,4,2,1,FALSE,1,Nikhil Naik,Chris Lynn,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
9,3,2,0,FALSE,1,Nikhil Naik,Chris Lynn,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
10,2,2,1,FALSE,1,Nikhil Naik,Chris Lynn,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
11,1,2,0,FALSE,1,Nikhil Naik,Chris Lynn,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
12,6,1,1,FALSE,1,Nikhil Naik,Chris Lynn,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
13,5,1,0,FALSE,1,Nikhil Naik,Chris Lynn,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
14,4,1,0,FALSE,1,Nikhil Naik,Chris Lynn,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
15,3,1,0,FALSE,1,Nikhil Naik,Chris Lynn,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
16,2,1,0,FALSE,1,Nikhil Naik,Chris Lynn,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
17,1,1,0,FALSE,1,Nikhil Naik,Chris Lynn,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
18,6,0,2,FALSE,1,Nikhil Naik,Chris Lynn,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
19,5,0,4,TRUE,1,Nikhil Naik,Chris Lynn,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
20,4,0,0,FALSE,1,Nikhil Naik,Chris Lynn,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
21,3,0,1,FALSE,1,Nikhil Naik,Chris Lynn,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
22,2,0,0,FALSE,1,Nikhil Naik,Chris Lynn,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
23,2,0,1,FALSE,1,Nikhil Naik,Chris Lynn,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
24,1,0,4,TRUE,1,Nikhil Naik,Chris Lynn,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
0,1,8,0,FALSE,1,Robin Uthappa,Chris Lynn,Chris Morris,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
1,6,7,1,FALSE,1,Robin Uthappa,Chris Lynn,Chris Morris,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
2,5,7,1,FALSE,1,Robin Uthappa,Chris Lynn,Chris Morris,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
3,4,7,1,FALSE,1,Robin Uthappa,Chris Lynn,Chris Morris,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
4,3,7,6,TRUE,1,Robin Uthappa,Chris Lynn,Chris Morris,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
5,2,7,0,FALSE,1,Robin Uthappa,Chris Lynn,Chris Morris,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
6,1,7,0,FALSE,1,Robin Uthappa,Chris Lynn,Chris Morris,Delhi Capitals,Kolkata Knight Riders,N Rana c Rabada b Patel 1 (7m 2b 0x4 0x6) SR: 50.00,No,1175365
7,6,6,4,TRUE,1,Robin Uthappa,Chris Lynn,Chris Morris,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
8,5,6,0,FALSE,1,Robin Uthappa,Chris Lynn,Chris Morris,Delhi Capitals,Kolkata Knight Riders,CA Lynn c &dagger;Pant b Rabada 20 (32m 18b 3x4 0x6) SR: 111.11,No,1175365
9,4,6,2,FALSE,1,Robin Uthappa,Chris Lynn,Chris Morris,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
10,3,6,1,FALSE,1,Robin Uthappa,Chris Lynn,Chris Morris,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
11,2,6,1,FALSE,1,Robin Uthappa,Chris Lynn,Chris Morris,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
12,1,6,0,FALSE,1,Robin Uthappa,Chris Lynn,Chris Morris,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
13,6,5,0,FALSE,1,Robin Uthappa,Chris Lynn,Chris Morris,Delhi Capitals,Kolkata Knight Riders,RV Uthappa lbw b Patel 11 (11m 6b 2x4 0x6) SR: 183.33,No,1175365
14,5,5,4,TRUE,1,Robin Uthappa,Chris Lynn,Chris Morris,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
15,4,5,1,FALSE,1,Robin Uthappa,Chris Lynn,Chris Morris,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
16,3,5,0,FALSE,1,Robin Uthappa,Chris Lynn,Chris Morris,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
17,2,5,0,FALSE,1,Robin Uthappa,Chris Lynn,Chris Morris,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
18,1,5,1,FALSE,1,Robin Uthappa,Chris Lynn,Chris Morris,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
19,6,4,0,FALSE,1,Robin Uthappa,Chris Lynn,Chris Morris,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
20,5,4,4,TRUE,1,Robin Uthappa,Chris Lynn,Chris Morris,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
21,4,4,0,FALSE,1,Robin Uthappa,Chris Lynn,Chris Morris,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
22,3,4,4,TRUE,1,Robin Uthappa,Chris Lynn,Chris Morris,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
23,2,4,0,FALSE,1,Robin Uthappa,Chris Lynn,Chris Morris,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
24,1,4,1,FALSE,1,Robin Uthappa,Chris Lynn,Chris Morris,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
0,2,12,4,TRUE,1,Dinesh Karthik,Shubman Gill,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
1,1,12,0,FALSE,1,Dinesh Karthik,Shubman Gill,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
2,6,11,6,TRUE,1,Dinesh Karthik,Shubman Gill,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
3,5,11,6,TRUE,1,Dinesh Karthik,Shubman Gill,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
4,4,11,1,FALSE,1,Dinesh Karthik,Shubman Gill,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
5,3,11,4,TRUE,1,Dinesh Karthik,Shubman Gill,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
6,2,11,0,FALSE,1,Dinesh Karthik,Shubman Gill,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
7,1,11,0,FALSE,1,Dinesh Karthik,Shubman Gill,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
8,6,10,1,FALSE,1,Dinesh Karthik,Shubman Gill,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
9,5,10,0,FALSE,1,Dinesh Karthik,Shubman Gill,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
10,4,10,1,FALSE,1,Dinesh Karthik,Shubman Gill,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
11,3,10,6,TRUE,1,Dinesh Karthik,Shubman Gill,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
12,2,10,0,FALSE,1,Dinesh Karthik,Shubman Gill,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
13,1,10,1,FALSE,1,Dinesh Karthik,Shubman Gill,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
14,6,9,0,FALSE,1,Dinesh Karthik,Shubman Gill,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
15,5,9,1,FALSE,1,Dinesh Karthik,Shubman Gill,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
16,4,9,1,FALSE,1,Dinesh Karthik,Shubman Gill,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
17,3,9,0,FALSE,1,Dinesh Karthik,Shubman Gill,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
18,2,9,1,FALSE,1,Dinesh Karthik,Shubman Gill,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
19,1,9,2,FALSE,1,Dinesh Karthik,Shubman Gill,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,Shubman Gill run out 4 (12m 5b 0x4 0x6) SR: 80.00,Yes,1175365
20,6,8,4,TRUE,1,Dinesh Karthik,Shubman Gill,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
21,5,8,1,FALSE,1,Dinesh Karthik,Shubman Gill,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
22,4,8,0,FALSE,1,Dinesh Karthik,Shubman Gill,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
23,3,8,0,FALSE,1,Dinesh Karthik,Shubman Gill,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
24,2,8,1,FALSE,1,Dinesh Karthik,Shubman Gill,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
0,1,16,0,FALSE,1,Dinesh Karthik,Andre Russell,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
1,6,15,6,TRUE,1,Dinesh Karthik,Andre Russell,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
2,6,15,1,FALSE,1,Dinesh Karthik,Andre Russell,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
3,5,15,6,TRUE,1,Dinesh Karthik,Andre Russell,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
4,4,15,1,FALSE,1,Dinesh Karthik,Andre Russell,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
5,3,15,1,FALSE,1,Dinesh Karthik,Andre Russell,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
6,2,15,1,FALSE,1,Dinesh Karthik,Andre Russell,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
7,1,15,4,TRUE,1,Dinesh Karthik,Andre Russell,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
8,6,14,6,TRUE,1,Dinesh Karthik,Andre Russell,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
9,5,14,4,FALSE,1,Dinesh Karthik,Andre Russell,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
10,4,14,4,TRUE,1,Dinesh Karthik,Andre Russell,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
11,3,14,1,FALSE,1,Dinesh Karthik,Andre Russell,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
12,2,14,1,FALSE,1,Dinesh Karthik,Andre Russell,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
13,1,14,1,FALSE,1,Dinesh Karthik,Andre Russell,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
14,6,13,1,FALSE,1,Dinesh Karthik,Andre Russell,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
15,5,13,1,FALSE,1,Dinesh Karthik,Andre Russell,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
16,4,13,1,FALSE,1,Dinesh Karthik,Andre Russell,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
17,3,13,1,FALSE,1,Dinesh Karthik,Andre Russell,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
18,3,13,1,FALSE,1,Dinesh Karthik,Andre Russell,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
19,2,13,0,FALSE,1,Dinesh Karthik,Andre Russell,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
20,1,13,0,FALSE,1,Dinesh Karthik,Andre Russell,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
21,6,12,0,FALSE,1,Dinesh Karthik,Andre Russell,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
22,5,12,1,FALSE,1,Dinesh Karthik,Andre Russell,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
23,4,12,0,FALSE,1,Dinesh Karthik,Andre Russell,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
24,3,12,1,FALSE,1,Dinesh Karthik,Andre Russell,Amit Mishra,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
0,6,19,1,FALSE,1,Dinesh Karthik,Andre Russell,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,PP Chawla run out 12 (11m 5b 1x4 1x6) SR: 240.00,Yes,1175365
1,5,19,4,TRUE,1,Dinesh Karthik,Andre Russell,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
2,4,19,1,FALSE,1,Dinesh Karthik,Andre Russell,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
3,3,19,2,FALSE,1,Dinesh Karthik,Andre Russell,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
4,2,19,2,FALSE,1,Dinesh Karthik,Andre Russell,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
5,1,19,4,TRUE,1,Dinesh Karthik,Andre Russell,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
6,6,18,0,FALSE,1,Dinesh Karthik,Andre Russell,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
7,5,18,1,FALSE,1,Dinesh Karthik,Andre Russell,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
8,4,18,0,FALSE,1,Dinesh Karthik,Andre Russell,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,KD Karthik c &dagger;Pant b Mishra 50 (75m 36b 5x4 2x6) SR: 138.88,No,1175365
9,3,18,6,TRUE,1,Dinesh Karthik,Andre Russell,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
10,3,18,1,FALSE,1,Dinesh Karthik,Andre Russell,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
11,2,18,1,FALSE,1,Dinesh Karthik,Andre Russell,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
12,1,18,6,TRUE,1,Dinesh Karthik,Andre Russell,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
13,6,17,0,FALSE,1,Dinesh Karthik,Andre Russell,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
14,5,17,0,FALSE,1,Dinesh Karthik,Andre Russell,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,AD Russell c sub (R Tewatia) b Morris 62 (52m 28b 4x4 6x6) SR: 221.42,No,1175365
15,4,17,4,TRUE,1,Dinesh Karthik,Andre Russell,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
16,3,17,2,FALSE,1,Dinesh Karthik,Andre Russell,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
17,2,17,4,TRUE,1,Dinesh Karthik,Andre Russell,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
18,1,17,1,FALSE,1,Dinesh Karthik,Andre Russell,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
19,6,16,1,FALSE,1,Dinesh Karthik,Andre Russell,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
20,5,16,0,FALSE,1,Dinesh Karthik,Andre Russell,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
21,4,16,1,FALSE,1,Dinesh Karthik,Andre Russell,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
22,3,16,4,TRUE,1,Dinesh Karthik,Andre Russell,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
23,2,16,1,FALSE,1,Dinesh Karthik,Andre Russell,Kagiso Rabada,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
0,1,4,0,FALSE,2,Prithvi Shaw,Shikhar Dhawan,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
1,6,3,1,FALSE,2,Prithvi Shaw,Shikhar Dhawan,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
2,5,3,0,FALSE,2,Prithvi Shaw,Shikhar Dhawan,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
3,4,3,0,FALSE,2,Prithvi Shaw,Shikhar Dhawan,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
4,3,3,0,FALSE,2,Prithvi Shaw,Shikhar Dhawan,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
5,2,3,1,FALSE,2,Prithvi Shaw,Shikhar Dhawan,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
6,1,3,0,FALSE,2,Prithvi Shaw,Shikhar Dhawan,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
7,6,2,0,FALSE,2,Prithvi Shaw,Shikhar Dhawan,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
8,5,2,0,FALSE,2,Prithvi Shaw,Shikhar Dhawan,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
9,4,2,0,FALSE,2,Prithvi Shaw,Shikhar Dhawan,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,S Dhawan c Russell b Chawla 16 (12m 8b 2x4 1x6) SR: 200.00,No,1175365
10,3,2,6,TRUE,2,Prithvi Shaw,Shikhar Dhawan,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
11,2,2,4,TRUE,2,Prithvi Shaw,Shikhar Dhawan,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
12,1,2,1,FALSE,2,Prithvi Shaw,Shikhar Dhawan,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
13,6,1,4,TRUE,2,Prithvi Shaw,Shikhar Dhawan,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
14,5,1,1,FALSE,2,Prithvi Shaw,Shikhar Dhawan,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
15,4,1,4,TRUE,2,Prithvi Shaw,Shikhar Dhawan,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
16,3,1,0,FALSE,2,Prithvi Shaw,Shikhar Dhawan,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
17,2,1,1,FALSE,2,Prithvi Shaw,Shikhar Dhawan,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
18,1,1,0,FALSE,2,Prithvi Shaw,Shikhar Dhawan,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
19,6,0,4,TRUE,2,Prithvi Shaw,Shikhar Dhawan,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
20,5,0,1,FALSE,2,Prithvi Shaw,Shikhar Dhawan,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
21,4,0,0,FALSE,2,Prithvi Shaw,Shikhar Dhawan,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
22,3,0,1,FALSE,2,Prithvi Shaw,Shikhar Dhawan,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
23,2,0,0,FALSE,2,Prithvi Shaw,Shikhar Dhawan,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
24,1,0,0,FALSE,2,Prithvi Shaw,Shikhar Dhawan,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
0,1,8,1,FALSE,2,Shreyas Iyer,Prithvi Shaw,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
1,6,7,6,TRUE,2,Shreyas Iyer,Prithvi Shaw,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
2,5,7,1,FALSE,2,Shreyas Iyer,Prithvi Shaw,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
3,4,7,4,TRUE,2,Shreyas Iyer,Prithvi Shaw,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
4,3,7,1,FALSE,2,Shreyas Iyer,Prithvi Shaw,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
5,2,7,1,FALSE,2,Shreyas Iyer,Prithvi Shaw,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
6,1,7,0,FALSE,2,Shreyas Iyer,Prithvi Shaw,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
7,6,6,1,FALSE,2,Shreyas Iyer,Prithvi Shaw,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
8,5,6,1,FALSE,2,Shreyas Iyer,Prithvi Shaw,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
9,4,6,1,FALSE,2,Shreyas Iyer,Prithvi Shaw,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
10,3,6,1,FALSE,2,Shreyas Iyer,Prithvi Shaw,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
11,2,6,1,FALSE,2,Shreyas Iyer,Prithvi Shaw,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
12,1,6,1,FALSE,2,Shreyas Iyer,Prithvi Shaw,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
13,6,5,0,FALSE,2,Shreyas Iyer,Prithvi Shaw,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
14,5,5,1,FALSE,2,Shreyas Iyer,Prithvi Shaw,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
15,4,5,0,FALSE,2,Shreyas Iyer,Prithvi Shaw,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
16,3,5,6,TRUE,2,Shreyas Iyer,Prithvi Shaw,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
17,2,5,4,TRUE,2,Shreyas Iyer,Prithvi Shaw,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
18,1,5,1,FALSE,2,Shreyas Iyer,Prithvi Shaw,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
19,6,4,0,FALSE,2,Shreyas Iyer,Prithvi Shaw,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
20,5,4,1,FALSE,2,Shreyas Iyer,Prithvi Shaw,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
21,5,4,1,FALSE,2,Shreyas Iyer,Prithvi Shaw,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
22,4,4,1,FALSE,2,Shreyas Iyer,Prithvi Shaw,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
23,3,4,0,FALSE,2,Shreyas Iyer,Prithvi Shaw,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
24,2,4,1,FALSE,2,Shreyas Iyer,Prithvi Shaw,Prasidh Krishna,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
0,1,12,4,TRUE,2,Prithvi Shaw,Shreyas Iyer,Piyush Chawla,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
1,6,11,0,FALSE,2,Prithvi Shaw,Shreyas Iyer,Piyush Chawla,Delhi Capitals,Kolkata Knight Riders,SS Iyer c Shubman Gill b Russell 43 (43m 32b 4x4 2x6) SR: 134.37,No,1175365
2,5,11,4,TRUE,2,Prithvi Shaw,Shreyas Iyer,Piyush Chawla,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
3,4,11,4,TRUE,2,Prithvi Shaw,Shreyas Iyer,Piyush Chawla,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
4,3,11,1,FALSE,2,Prithvi Shaw,Shreyas Iyer,Piyush Chawla,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
5,2,11,4,TRUE,2,Prithvi Shaw,Shreyas Iyer,Piyush Chawla,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
6,1,11,1,FALSE,2,Prithvi Shaw,Shreyas Iyer,Piyush Chawla,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
7,6,10,4,TRUE,2,Prithvi Shaw,Shreyas Iyer,Piyush Chawla,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
8,5,10,2,FALSE,2,Prithvi Shaw,Shreyas Iyer,Piyush Chawla,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
9,4,10,6,TRUE,2,Prithvi Shaw,Shreyas Iyer,Piyush Chawla,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
10,3,10,1,FALSE,2,Prithvi Shaw,Shreyas Iyer,Piyush Chawla,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
11,2,10,6,TRUE,2,Prithvi Shaw,Shreyas Iyer,Piyush Chawla,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
12,1,10,1,FALSE,2,Prithvi Shaw,Shreyas Iyer,Piyush Chawla,Delhi Capitals,Kolkata Knight Riders,NA,No,1175365
